"Book Number","Title","Author","Description","Publisher","ISBN","PRICE USED","PRICE NEW","BOX NUMBER","No. of Pages","KEEP","SELL","Notes",
223,"Vamos Aprender Japones ","No Author","Basico I – Livro Texto","Apel Multimidia","None",,,2,187,,,,
224,"Le Nouveau Sans Frontieres Methode de Francais 3","No Author","French Textbook","CLE International","2-19-033471-3",,,2,239,,,,
225,"Le Nouveau San Frontieres Methode de Francais 2","No Author","French Textbook","CLE International","2-19-033460-8",,,2,223,,,,
226,"Bienvenue En France Methode de Francais Tome 1(1-13)","A Monnerie","French Textbook","Didier/Hatier","2-218-01869-1",,,2,159,,,,
227,"Bienvenue En France Methode de Francais Tome 2(14-26)","No Author","French Textbook/Guide pedagogique","Didier/Hatier","2-278-03875-3",,,2,48,,,,
228,"Bienvenue En France Methode de Francais Tome 2(14-26)","A Monnerie","French Textbook","Didier/Hatier","2-218-01870-1",,,2,191,,,,
229,"Le Nouveau San Frontieres Methode de Francais 1","Philippe Dominique, Jacky Girardet, Michele Verhelhan, Michel Verdelhan","French Textbook","CLE International","None",,,2,223,,,,
223,"Vamos Aprender Japones ","No Author","Basico I – Livro Texto","Apel Multimidia","None",,,2,187,,,,
223,"Vamos Aprender Japones ","No Author","Basico I – Livro Texto","Apel Multimidia","None",,,2,187,,,,
232,"Bienvenue En France Methode de Francais Tome 1(1-13)","No Author","French Textbook Guide Pedagogique","Didier/Hatier","2-218-02928-6",,,2,95,,,,
223,"Vamos Aprender Japones ","No Author","Basico I – Livro Texto","Apel Multimidia","None",,,2,187,,,,
234,"Le Nouveau San Frontieres Methode de Francais 1","Jacky Girardet","French Textbook Le livre du Professeur","CLE International","None",,,2,159,,,,
235,"Le Nouveau San Frontieres Methode de Francais 1","Michele Verdelha, Michel Verdelhan, Philippe Dominique, Jacky Girardet","French Textbook Cahier D'exercices","CLE International ","2-19-033453-6",,,2,175,,,,
236,"Le Nouveau San Frontieres Methode de Francais 3","No Author","French Textbook Le livre du Professeur","CLE International","None",,,2,189,,,,
237,"Le Nouveau San Frontieres Methode de Francais 2","No Author","French Textbook Cahier D'exercices","CLE International","2-19-033462-4",,,2,175,,,,
238,"Le Nouveau San Frontieres Methode de Francais 3","No Author","French Textbook Cahier D'exercices","CLE International","2-19-033472-8",,,2,175,,,,
239,"le Nouveau San Frontieres Methode de Francais 2","No Author","French Textbook Le livre du Professeur","CLE International","2-19-033465-X",,,2,159,,,,
240,"The Lost Secret","Robert O'Neill & Martin Shovel","Movie Book","BBC English","1-85497-133-6",,,2,138,,,,
240,"The Lost Secret","Robert O'Neill & Martin Shovel","Movie Book","BBC English","1-85497-133-6",,,2,138,,,,
240,"The Lost Secret","Robert O'Neill & Martin Shovel","Movie Book","BBC English","1-85497-133-6",,,2,138,,,,
240,"The Lost Secret","Robert O'Neill & Martin Shovel","Movie Book","BBC English","1-85497-133-6",,,2,138,,,,
244,"Family Album, U.S.A.","Alvin Cooperman and George Lefferts","Movie Book","Apel","0-02-332771-5",,,2,167,,,,
245,"Muzzy Comes Back","Diana Webster","Teacher's Guide","BBC English","1-85497-196-4",,,2,62,,,,
246,"Family Album, U.S.A.","No Author","Exercise Book","Apel   ","None",,,2,30,,,,
247,"Family Album, U.S.A. (episodes 14-26)","Alvin Cooperman and George Lefferts& Howard Beckerman","Viewer's Guide 1","Apel   ","0-02-332772-3",,,2,167,,,,
248,"Family Album, U.S.A. (episodes 1-13)","Alvin Cooperman and George Lefferts& Howard Beckerman","Viewer's Guide 1","Apel","0-02-332771-5",,,2,167,,,,
249,"Family Album, U.S.A. (episodes 14-26)","Alvin Cooperman and George Lefferts& Howard Beckerman","Viewer's Guide 2","Apel","0-02-332772-3",,,2,167,,,,
250,"Family Album, U.S.A. (episodes 1-13)","No Author","Exercise Book","Apel","None",,,2,29,,,,
251,"Family Album, U.S.A.(episode 14-26)","Alvin Cooperman and George Lefferts& Howard Beckerman","Viewer's Guide 2","Apel","0-02-332772-3",,,2,167,,,,
252,"Family Album, U.S.A.","Howard Beckerman , Alvin Cooperman and George Lefferts","Viewer's Guide 1","Apel   ","0-02-332771-5",,,2,167,,,,
253,"Family Album, U.S.A.  (1-5 & 7-10)","none ","Video English Course","Apel   ","N.A.",,,3,"N.A.",,,"Video Tapes",
254,"Muzzy Activity Book for Children","No Author","English Course","BBC English","None",,,3,64,,,"Para vender",
255,"Muzzy Video Storybook","No Author","English Course","BBC English","None",,,3,40,,,"Para vender",
256,"Methode Orange 1","Hachette/regents","Francais langue etrangere","Regents Publishing Company, Inc.","None",,,3,125,,,,
257,"London","No Author","Longman ELT Video tape","Longman","None",,,3,"N.A.",,,"Video Tape",
258,"Methode Orange 2","Hachette/regents","Francais Langue etrangere","Regents Publishing Company, Inc.","None",,,3,143,,,,
258,"Methode Orange 2","Hachette/regents","Francais Langue etrangere","Regents Publishing Company, Inc.","None",,,3,143,,,,
260,"Viaje al Espanol Version Internacional","Santillana","Spanish Textbook","Apel","84-294-3618-9",,,3,143,,,,
261,"Family Album, U.S.A. Exercise Book(14-26)","No Author","Family Album Exercise Textbook","Apel","None",,,3,29,,,,
262,"Family Album, U.S.A. Exercise Book(1-13)","No Author","Family Album Exercise Textbook","Apel","None",,,3,30,,,,
263,"Sherlock Holmes and Dr. Watson in the Case of the Deadly Tower","No Author","ELT Video Tape","Longman ","None",,,4,"n.a.",,,"Video Tape",
264,"Follow me O metodo de Ingles do Seculo XXI","No Author","BBC English","BBC English","None",,,4,"n.a.",,,"Video Tapes para vender",
265,"Lost Secret","Robert O'Neill & Martin Shovel","BBC English","BBC English","None",,,4,"n.a.",,,"Video Tapes",
266,"Renting A Flat","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
267,"Question and answer","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
268,"In the Departmente sore part 1","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
269,"At the Garage","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
270,"They cook a meal","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
271,"At a Museum","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
272,"AT the Zoo","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
273,"A talk about the past","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
274,"On the Farm","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
275,"American Prose","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
276,"Speak up(britain on film)","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
277,"speak up(The golden world of Tiffany)","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
278,"Speak up(The race is on)","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
279,"Speak up(Difficult Demi)","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
280,"Speak up(Hollywood goes to San Francisco)","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
281,"speak up(Difficult Demi)","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
282,"Speak up(Studying in California)","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
283,"Speak up(2000: The great computer Crash)","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
284,"Speak up(Still licensed to thrill?)","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
285,"great Movies","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
286,"Falando aluna e honey","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
287,"o corcunda de notre dame","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
288,"lucia","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
289,"I love you henry","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
290,"King Solomon's mines","H. Rider Haggard","Audio tape","Collins English Library","None",,,4,"n.a.",,,"Audio tape",
291,"class","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
292,"Noam chomsky","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
293,"Supergirl","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
294,"Lang de business","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
295,"Mogli o menino lobo","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
296,"Home alone 90","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
297,"Listening in and speaking out advanced","No Author","Audio tape","Longman Inc.","None",,,4,"n.a.",,,"Audio tape",
298,"Themen 1","No Author","Audio tape","Max Hueber Verlag","None",,,4,"n.a.",,,"Audio tape",
299,"Dead man's River the last photo","No Author","Audio tape/Easy starts","Longman","None",,,4,"n.a.",,,"Audio tape",
300,"no name","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
301,"honey sobre ensino","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
302,"learning about manners","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
303,"Meditations Pierre Laederach","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
304,"Walt Disney Brer Rabbit and the Tar Baby","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
305,"no name","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
306,"Virgem","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
307,"Muzzy BBC original","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
308,"On the road  Stage II Byrne","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
309,"Entrevista com Jose Sobreira Agosto 2000","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
310,"Take a Stand","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
311,"skits(compact)","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
312,"Pet practice tests cassette 2 Tests 4 and 5","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
313,"Tim McCurdy and the Churchmen Quartet","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
314,"propaganda","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
315,"Songs ET","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
316,"Sherlock Homes the Speckled Band","No Author","Audio tape","Am Retrospectives, Inc","None",,,4,"n.a.",,,"Audio tape",
317,"Photo Stories","No Author","Audio tape","Longman","None",,,4,"n.a.",,,"Audio tape",
318,"L.S.R. Stage I The house near the Sea/ Green Island","No Author","Audio tape","Longman","None",,,4,"n.a.",,,"Audio tape",
319,"Renato Russo equilibrio distante","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
320,"Your Eyes","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
321,"Learning about the Zoo","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
322,"Lang of business","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
323,"Life Styles III-k7 2","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
324,"Amadeu B.1 H","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
325,"My dear Aunt and a morning in London","No Author","Audio tape","Longman","None",,,4,"n.a.",,,"Audio tape",
326,"Christmas present hungry man was fed Traver's first hunt","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
327,"Book one English plus","No Author","Audio tape","Scipione","None",,,4,"n.a.",,,"Audio tape",
328,"London","No Author","Audio tape","Longman","None",,,4,"n.a.",,,"Audio tape",
329,"Inspector Thackeray Investigates an Inside job more than an accident","Lloyd Mullen and Kenneth James","Audio tape","Longman","None",,,4,"n.a.",,,"Audio tape",
330,"Girl Against the Jungle","No Author","Audio tape","n.a.","0-582-52679-5",,,4,"n.a.",,,"Audio tape",
331,"English Plus","Cordelia Canabrava Arruda","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
332,"Survival English Dialogs variety of Accents listening activities","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
333,"Laughter is still the best medicine","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
334,"David Copperfield","Charles Dickens","Audio tape","Collins English Library","None",,,4,"n.a.",,,"Audio tape",
335,"Professor Boffin's umbrella April fool's day Worth a fortune","No Author","Audio tape","Longman","None",,,4,"n.a.",,,"Audio tape",
336,"Have you got your ticket pop festival","No Author","Audio tape","Longman","None",,,4,"n.a.",,,"Audio tape",
337,"English Junior","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
338,"Happy holidays, volume 20","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
339,"Noah and the ark the superscope tele-story","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
340,"Toefl Building Skills for the Toefl","Carol King and Nancy Stanley","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
341,"Somewhere in time","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
342,"The wizard of Oz Walt Disney Story teller","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
343,"Dr. Jekyll and mr. Hyde","R L Stevenson","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
344,"Grupo limite","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
345,"no name","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
346,"The superscope tele-story Moses in Egypt","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
347,"Rapunzel/the gingerbread man","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
348,"Follow me to S. Francisco","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
349,"Think First Certificate Coursebook Cassette","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
350,"Longman Preparation course for the TOEFL cassette 2","Deborah Phillips","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
351,"Tele-story Learning about the Zoo","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
352,"Operation Janus Car thieves, Detectives from Scotland Yard, Mr Punch","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
353,"Samson and Delilah-the superscope tele-story","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
354,"Six American Stories wakefield, The murders in the rue morgue, the Aspern Papers","edited by Norman Wymer","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
355,"Pele King of Football – Garry's First Season","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
356,"Sleeping beauty, the superscope tele-story","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
357,"Export English","No Author","Audio tape","BBC English","None",,,4,"n.a.",,,"Audio tape",
358,"It never snows in England","No Author","Audio tape","Longman","None",,,4,"n.a.",,,"Audio tape",
359,"K's First Case","No Author","Audio tape","Longman  ","None",,,4,"n.a.",,,"Audio tape",
360,"blue moon valley/marcel and the white star/tinker farm/the troy stone","No Author","Audio tape","Longman","None",,,4,"n.a.",,,"Audio tape",
361,"Survival English Cassette Two dialogs variety of accents listening activities","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
362,"New Covenant","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
363,"PET Practice tests cassette 1 tests 1-3","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
364,"Basic survival Cassette one","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
365,"Inspector Thackeray Calls","No Author","Audio tape","Longman","None",,,4,"n.a.",,,"Audio tape",
366,"Think First certificate self-study guide cassette","No Author","Audio tape","Longman","None",,,4,"n.a.",,,"Audio tape",
367,"The thirty nine steps","John Buchan","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
368,"Learning my 123's a treasure hunt","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
369,"More Funny stories","No Author","Audio tape","Ao Livro Tecnico S/A Industria e Comercio","None",,,4,"n.a.",,,"Audio tape",
370,"Bambi walt disney","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
371,"Laughter is still the best medicine","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
372,"The house near the sea/green island/the prisoners/the flying spy","No Author","Audio tape","n.a.","0-582-79050-6",,,4,"n.a.",,,"Audio tape",
373,"lucia rp.1","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
374,"Carolyn graham jazz chant fairy tales cassette 2","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
375,"lucia rp.","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
376,"The fox and the hound walt disney story teller","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
377,"Funny stories","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
378,"Tape 2 toefl Cambridge","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
379,"Mother Goose jazz chants","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
380,"The loch ness monster 7 sketches","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
381,"Thumbelina walt disney storyteller","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
382,"Snow white and the seven dwarfs","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
383,"Book three english plus","Cordelia canabrava arruda","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
384,"lisa in london","paul victor","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
385,"growing up english in a yound context 3","No Author","Audio tape","n.a.","None",,,4,"n.a.",,,"Audio tape",
